user|tweet|created_at
iker_aoiz|🎬 Nominees for the 95th #Oscars were celebrated at a luncheon in Beverly Hills, California https://t.co/G4G6IyJuOJ|2023-02-14 22:11:33+00:00
awards_watch|The Television Academy is reversing its documentary 'double dipping' rule this season, allowing films that were submitted for Oscars consideration - but didn't get nominated - to compete at this year's Emmy Awards.|2023-02-14 22:11:32+00:00
ronaldoninal623|Hugh Hudson, Director of ‘Chariots of Fire,’ Dies at 86   BY RICHARD SANDOMIRMovies His first film — about two runners, one Christian, one Jewish, who compete at the 1924 Summer Olympics — won four Oscars, including for best picture. Deaths (Obituaries),… https://t.co/3YnfPz7uAB https://t.co/PFoueFTf25|2023-02-14 22:11:24+00:00
Dayzeechains|Havent been this let down by a Will since the Oscars #loveisland https://t.co/suhCBGT3qS|2023-02-14 22:11:21+00:00
music_is_lif7|Apple Music subscription available:6months/5k 4months/3k  Netflix login available:1year subscription/8k ##Mason Greenwood,#Oscars,#The Lord Has Helped Me,#prayforburna,#mrbiggslovefeast,#Awwwn,#NSPPD,#FlutterwavexBBTTitans https://t.co/2PUpHnbxTG|2023-02-14 22:11:16+00:00
jaavimorales|Oscar nominees pose for their 2023 class photo at the annual #Oscars luncheon. https://t.co/yYwFiGqdsW|2023-02-14 22:10:57+00:00
jaavimorales|The class photo for the 2023 #Oscars https://t.co/y4FcSCzl39|2023-02-14 22:10:49+00:00
D7NAMITE_|First-time Oscar nominees Paul Mescal and Michelle Yeoh at the #Oscars luncheon ✨ https://t.co/80rWu3gd34|2023-02-14 22:10:35+00:00
Ari3435remix|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 22:10:31+00:00
PipaBarquero|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 22:10:15+00:00
G0R001|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 22:10:06+00:00
EloiseMerrin|Kong Oscars Gate Bergen during twilight https://t.co/LAdBWOxrNV|2023-02-14 22:10:00+00:00
Reuters|🎬 Nominees for the 95th #Oscars were celebrated at a luncheon in Beverly Hills, California https://t.co/G4G6IyJuOJ|2023-02-14 22:10:00+00:00
jackdilnessa|Stephanie Hsu at the #Oscars luncheon https://t.co/afZEu2O5DD|2023-02-14 22:09:55+00:00
cathravenscroft|I got to do something so special yesterday at the #Oscars nominee luncheon and I'm still in the clouds about it. https://t.co/JTbMJJMVnx|2023-02-14 22:09:53+00:00
CBWriter07|tom cruise will forever be more relevant than the oscars 🙏 https://t.co/M3X8oHRylD|2023-02-14 22:09:52+00:00
pandji|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 22:09:36+00:00
Justins_Lens|“You saved Hollywood’s ass … seriously … ‘Maverick’ might’ve saved the entire theatrical industry”  — Steven Spielberg to Tom Cruise   #Oscars https://t.co/jfYGzr3DdU|2023-02-14 22:09:35+00:00
spongejay1|Know there's always a Brendan Gleeson standing behind you, and he's waiting...  This happens while Brian Tyree Henry talks to Tony Kushner at the #Oscars luncheon.  I stopped filming the moment Henry turned and saw him and they laughed.  https://t.co/tp1kAnTX8x via @variety https://t.co/JUsZRhsVvs|2023-02-14 22:09:31+00:00
TreeloXV|I wonder who getting slapped at the next Oscars|2023-02-14 22:09:13+00:00
mpburmeister|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 22:09:08+00:00
SantosRueda82|Thelma Ritter (b. February 14, 1902) is always one of the highlights of any of the 43 films she was in, from Pillow Talk (pictured) to All About Eve to The Misfits. She was nominated for six Best Supporting Actress Oscars, but never won, a record she still holds. https://t.co/BkNjWd6isy|2023-02-14 22:09:07+00:00
djdimple_bk|Greatest wrestling story of our generation. Sami and Jey deserve oscars for this https://t.co/yH0yuAwz99|2023-02-14 22:08:58+00:00
sooyaME4eva|Karla Otto highlighted JISOO's power which contributed over 63% to #DiorCouture EMV.   "Dior guest-list is like the Oscars of Couture. Amongst the latter, #JISOO once again comes out on top; her appearance at Dior generated more visibility..." https://t.co/A4SYiFliON #지수 https://t.co/Sb72286pWr|2023-02-14 22:08:56+00:00
millymonii|@EandnotY I got 6 and they he Oscars should be ashamed.|2023-02-14 22:08:42+00:00
ontheline0913|Austin Butler says meeting Tom Cruise for the first time, at the annual #Oscars luncheon, was "very surreal." https://t.co/E4wZF6gzi5|2023-02-14 22:08:40+00:00
SharonM55269487|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 22:08:17+00:00
SMmad90|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 22:07:51+00:00
TheNickLyons|The Fabelmans 4K UHD Review: https://t.co/jYvstR8dsf #thefabelmans #stevenspielberg #pauldano #oscars #michellewilliams #4K|2023-02-14 22:07:46+00:00
tc070362|Tom Cruise attends the 95th Annual Oscars Nominees Luncheon at The Beverly Hilton on February 13, 2023 📸 [via theacademy/IG story] https://t.co/eWnmhDmeDk|2023-02-14 22:07:42+00:00
yeppibambi___|Paul Mescal is often tempted to disclose his relationship status, but says he's ready to embrace privacy: “Giving strangers an answer about my life doesn’t actually help me.” https://t.co/xrllySlKbo|2023-02-14 22:07:33+00:00
purplescheibe|The cast of 'Everything Everywhere All at Once' reunites at the #Oscars Nominees Luncheon. 👁 #EverythingEverywhere https://t.co/fwxSKRiySX|2023-02-14 22:07:28+00:00
jnypinya|The rom-com list you didn’t know you needed for all your feels this Valentine’s and beyond. ❤️ 🌹 💔  https://t.co/CohjRqxMPj|2023-02-14 22:07:20+00:00
Mely_Lipa|Paul Mescal talks starring opposite Andrew Scott in Andrew Haigh’s ‘STRANGERS’:   “[Andrew] Scott is going to be– touch wood, from my watching on my end, that was beautiful. His performance was so good, just being beside him.”  https://t.co/7Al1PnBUqL https://t.co/8UXMPekQbZ|2023-02-14 22:07:01+00:00
UpLateAtNightAg|#NowWatching SAINT OMER 🇫🇷  Impressive feature debut from Alice Diop - surprised this didn't get a nomination for Best International Feature at #Oscars2023   https://t.co/rK7vFn0uVs  #SaintOmer #Oscars #filmtwt|2023-02-14 22:06:48+00:00
aceshowbiz|Austin Butler Has No Plan to Take Girlfriend Kaia Gerber to Oscars 2023 #AustinButler #KaiaGerber https://t.co/9kC0jX2nT5 https://t.co/WCq0hTs4YU|2023-02-14 22:06:34+00:00
purplescheibe|See the Oscars class photo from the nominee luncheon here: https://t.co/rfbEQVCTpu|2023-02-14 22:06:32+00:00
DoliverLevine|The 95th Academy Awards luncheon! A lovely afternoon for our very own Gwen Whittle, Al Nelson, Gary Summers, and our fellow nominees!  Yes, if you’re wondering, Colin Farrell gives the best hugs ♥️  Tune into ABC to watch the Oscars LIVE on Sunday, March 12th at 8e/5p! #Oscars95 https://t.co/GBoTdK7Ojp|2023-02-14 22:06:22+00:00
bareknuckle_lib|@JamesL1927 There are times when Oscars are awarded and you kind of shrug your shoulders. Then there are performances, like this one from Hopkins, where they could have easily awarded two. What comes after brilliant?|2023-02-14 22:06:20+00:00
tc070362|The #Oscars Class of 2023.  The 95th Academy Awards are on March 12.  @Variety @TheAcademy https://t.co/cYltKazY5Y|2023-02-14 22:05:56+00:00
siriusgrin|Best Actor nominee Paul Mescal at the #Oscars luncheon  https://t.co/CozyJVbvbB|2023-02-14 22:05:46+00:00
elisaosegueda|The rom-com list you didn’t know you needed for all your feels this Valentine’s and beyond. ❤️ 🌹 💔  https://t.co/CohjRqxMPj|2023-02-14 22:05:41+00:00
oscars_central|#FireOfLove tells the story of Maurice and Katia Krafft, a love story perfect for #ValentinesDay❤️‍🔥 read the interview from @alexiswilli_ with Oscar nominated Sara Dosa 🌋  https://t.co/MuQkNhwv0W|2023-02-14 22:05:40+00:00
purplescheibe|Counting down the days until the #Oscars so we can see all of our favorite Ke Huy Quan meetings. 😍 https://t.co/ze1xpFWJSl|2023-02-14 22:05:39+00:00
kinemascopie|The rom-com list you didn’t know you needed for all your feels this Valentine’s and beyond. ❤️ 🌹 💔  https://t.co/CohjRqxMPj|2023-02-14 22:05:16+00:00
86JBL3|Brian Tyree Henry, a first-time Oscar nominee for his role in "Causeway," smiles for photographers at the #OscarsLuncheon. https://t.co/7lag8zCGZX https://t.co/ZzUFnGjsYG|2023-02-14 22:05:03+00:00
Reginaa2123|Austin is taking his Dad to the SAG Awards,Polly Bennett to BAFTA and His Agent James to The Oscars https://t.co/ldiacezkV5|2023-02-14 22:04:57+00:00
Celya723|Will Smith slap handled inadequately, Oscars president says https://t.co/gFBJvVNP8b|2023-02-14 22:04:46+00:00
TravLeBlanc|The Great Weeklong Takimag Hack of 2023 is over...kinda. The pieces lack bylines &amp; the thumbnails are screwed, but as Depeche Mode so cogently put it, thank the Lord for small mercies.  Today's column: this year's Oscars may actually prove interesting.  https://t.co/ZySPCqwd7a|2023-02-14 22:04:31+00:00
Bovada_Casino|Will Angela Bassett take home best supporting actress or will there be an upset? 🤔  #Oscars lines ➡️ https://t.co/TJiVQaIMMR https://t.co/yI5B3R3sac|2023-02-14 22:04:22+00:00
jordan__rubio|The class photo for the 2023 #Oscars https://t.co/y4FcSCzl39|2023-02-14 22:03:47+00:00
MPWeirdoPodcast|The time has arrived #FilmTwitter! My first episode is up with @MMandOscar and @geeksaladradio joining me to discuss the Oscars and quite simply: Are they still important to the industry? Give a listen!  https://t.co/4YqgGGZHbP|2023-02-14 22:03:40+00:00
skimwings|do u guys think the young cast will be at the oscars for avatar :0|2023-02-14 22:03:24+00:00
adzo72|This video of Prince Harry fixing Meghan Markle's hair has 28.9 million views. To put that in perspective, only 23.6 million people tuned in to the Oscars on Sunday night. https://t.co/GEsX8Fk4Qm # via @HuffPostEnt|2023-02-14 22:02:37+00:00
farineesencion|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 22:02:28+00:00
_nahuxl|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 22:02:25+00:00
jennifermjj23|Can't wait for the Oscars https://t.co/1GgcIqwZuW|2023-02-14 22:02:18+00:00
wakandawelcomes|At the annual #Oscars luncheon, AP asked nominees who they would award with a trophy. Angela Bassett posthumously honored her "Black Panther" co-star Chadwick Boseman. https://t.co/jSF4KmtgXG|2023-02-14 22:02:12+00:00
Makayla_WDW|Austin Butler and Tom Cruise attend the 95th Annual Oscars Nominees Luncheon at the Beverly Hilton Hotel in Beverly Hills, California. - February 13 https://t.co/AQU4KuwoHr|2023-02-14 22:02:12+00:00
LndOntRetweets|London is recognized for developing talent that goes on to win Oscars, JUNOS, Polaris Prizes and Emmys.  We can't wait to share all of our projects in the City Of Music Conference on March 31st!  Get your tickets here  https://t.co/V7HfkhdFXn  #LdnOnt #CityofMusic #LdnEnt #UNESCO https://t.co/K8wNdUM74Q|2023-02-14 22:01:58+00:00
LDNMusicOffice|London is recognized for developing talent that goes on to win Oscars, JUNOS, Polaris Prizes and Emmys.  We can't wait to share all of our projects in the City Of Music Conference on March 31st!  Get your tickets here  https://t.co/V7HfkhdFXn  #LdnOnt #CityofMusic #LdnEnt #UNESCO https://t.co/K8wNdUM74Q|2023-02-14 22:01:53+00:00
CateMyQueen|‘Tár’ cinematography by Florian Hoffmeister. Nominated for Best Cinematography at the 95th Oscars.   Tune into ABC to watch the Oscars LIVE on Sunday, March 12th at 8e/5p! #Oscars95  From @TheAcademy https://t.co/TgAmYwWkts|2023-02-14 22:01:51+00:00
tc070362|Tom attends the 95th Annual Oscars Nominees Luncheon in Beverly Hills, California 🇺🇲 (February 13, 2023) ✨ https://t.co/iE7gRPZGZi|2023-02-14 22:01:28+00:00
MarisaAyesta|Ke Huy Quan has shared his selfies with Tom Cruise, Brendan Fraser, Hong Chau, Angela Bassett and Brian Tyree Henry from the #Oscars luncheon. https://t.co/6etbLnUrd9|2023-02-14 22:01:13+00:00
PatriotNews|Janet Yang: “What happened onstage was fully unacceptable and the response from our organization was inadequate." https://t.co/TxUO0lbzHX|2023-02-14 22:01:03+00:00
hpetrov09|@NBAMuse24 Holy shhhhh. 702 pointless points. Good for him. I feel like Dame accepted being just the nice guy of the NBA, that will never win anything. Nice guys get fucked bruh. There are no lifetime achievement Oscars in the NBA. If thats his goal then just ff now.|2023-02-14 22:00:50+00:00
VinegarJoe3|Woman from Donbas: “We’re not people? We allowed to be killed?”  -&gt; But also look at places like Yemen and you’ll see innocent people dying all the time … without Sean Penn bringing them Oscars … they’re not worthy?  PS: Video date April 2022 https://t.co/yKDHLkjNdw|2023-02-14 22:00:24+00:00
12News|The head of the motion picture academy says the organization will be more transparent in times of future crisis. https://t.co/REsme5wf0e|2023-02-14 22:00:05+00:00
goss_ie|Tom Cruise and Austin Butler send fans into a frenzy at the 2023 Oscars Nominees Luncheon  #Oscars   https://t.co/OB5Rl46o2g|2023-02-14 22:00:00+00:00
basedswissr0ll|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 21:59:53+00:00
sisterscqrlett|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 21:59:47+00:00
Apollo00266940|Ke Huy Quan has shared his selfies with Tom Cruise, Brendan Fraser, Hong Chau, Angela Bassett and Brian Tyree Henry from the #Oscars luncheon. https://t.co/6etbLnUrd9|2023-02-14 21:59:29+00:00
ZasuPitts3|@TimeForAFilm And only one of three movies in Oscar history to win the top 4 Oscars. Deservedly so, in my absolutely not humble opinion.|2023-02-14 21:58:55+00:00
Jordan_Freck|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 21:58:46+00:00
jborrego|tom cruise will forever be more relevant than the oscars 🙏 https://t.co/M3X8oHRylD|2023-02-14 21:58:30+00:00
cinelandiaweb|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 21:57:47+00:00
NinaGleize|@PizzaPartyPiper @GiacomoTrivel Woody Allen offered the best feminine roles in all the history of American movies! Many got Oscars for this. https://t.co/d2icgCkBqy|2023-02-14 21:57:45+00:00
daniela98ca|The rom-com list you didn’t know you needed for all your feels this Valentine’s and beyond. ❤️ 🌹 💔  https://t.co/CohjRqxMPj|2023-02-14 21:57:33+00:00
jzhowa|I got to do something so special yesterday at the #Oscars nominee luncheon and I'm still in the clouds about it. https://t.co/JTbMJJMVnx|2023-02-14 21:56:48+00:00
jazvelasco16|Paul Mescal and Michelle Yeoh at the #Oscars luncheon https://t.co/gJzOIaRGGS|2023-02-14 21:56:42+00:00
carlitossarnau|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 21:56:16+00:00
noeldecan2|@Forbes Kris is the only one that can call ‘his brothers’ in the Hood, ‘nigga’ without getting retaliation. He is funny and tells about relationship between black men and white women like it is. Guess the slap at previous Oscars didn’t hurt his career|2023-02-14 21:56:01+00:00
ScottTonyfitz11|@SartorialRunner @BowesChay @LeoVaradkar Is he going to Hollywood to the OSCARS|2023-02-14 21:55:56+00:00
tom_cruise_de|Austin Butler says meeting Tom Cruise for the first time, at the annual #Oscars luncheon, was "very surreal." https://t.co/E4wZF6gzi5|2023-02-14 21:55:47+00:00
phsweeney5_paul|Woman from Donbas: “We’re not people? We allowed to be killed?”  -&gt; But also look at places like Yemen and you’ll see innocent people dying all the time … without Sean Penn bringing them Oscars … they’re not worthy?  PS: Video date April 2022 https://t.co/yKDHLkjNdw|2023-02-14 21:55:38+00:00
KaRobbieem|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 21:55:20+00:00
FashionMaven88|This video of Prince Harry fixing Meghan Markle's hair has 28.9 million views. To put that in perspective, only 23.6 million people tuned in to the Oscars on Sunday night. https://t.co/GEsX8Fk4Qm # via @HuffPostEnt|2023-02-14 21:55:09+00:00
fanofbrendan|@DiscussingFilm @ByClaytonDavis The only reason I'm watching again this year is to see my boys brendan fraser and key hu quon win the oscars. The great comebacks. So I want to hear their speech, not listen to some drawn out joke that isn't funny and some skit that's a waste of time.|2023-02-14 21:54:55+00:00
AxelAxeOfficial|The TV Academy has removed its rule barring documentaries from campaigning for both an Oscar and and Emmy — as long as those docs weren’t nominated for an Academy Award. https://t.co/8sAXhEo3Di|2023-02-14 21:54:50+00:00
kriphotocris|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 21:54:16+00:00
AnnieMclaughin|A leithéid de lá! What a day at the Oscars nominee luncheon in LA! ✨ So proud to be in the same room as some of the greats of Hollywood! 🤩 #TheQuietGirl #AnCailínCiúin #Oscars95 https://t.co/gR0azotFeq|2023-02-14 21:54:15+00:00
Tg_pm18|Austin Butler says meeting Tom Cruise for the first time, at the annual #Oscars luncheon, was "very surreal." https://t.co/E4wZF6gzi5|2023-02-14 21:54:10+00:00
mxrtxgx|The rom-com list you didn’t know you needed for all your feels this Valentine’s and beyond. ❤️ 🌹 💔  https://t.co/CohjRqxMPj|2023-02-14 21:53:58+00:00
sunsetoats|cate blanchett at the oscars nominees luncheon https://t.co/W1sM4TCU9n|2023-02-14 21:53:54+00:00
fanofbrendan|Brendan Fraser (crying tears of pure joy) The Oscars: “Keep it short and sweet buddy” This stuff is dumb. Let them talk. Cut down on all the other meaningless stuff at the Oscars instead. Like all the dumb bits the hosts do every year. https://t.co/JxV4wsAZgf|2023-02-14 21:53:44+00:00
sisterscqrlett|tom cruise will forever be more relevant than the oscars 🙏 https://t.co/M3X8oHRylD|2023-02-14 21:53:20+00:00
matemurdock|📸 Paul Mescal attending at the 95th Annual Oscars Nominees Luncheon in Los Angeles!   credits: gettyimages; https://t.co/FfeXwq7iw3|2023-02-14 21:53:07+00:00
leoclairo|If it hasn't been made clear already, the people who run the Oscars actually hate movies and the people who make them. https://t.co/WYFHW7thV3|2023-02-14 21:53:03+00:00
ianmkintzle|The 95th Academy Awards luncheon! A lovely afternoon for our very own Gwen Whittle, Al Nelson, Gary Summers, and our fellow nominees!  Yes, if you’re wondering, Colin Farrell gives the best hugs ♥️  Tune into ABC to watch the Oscars LIVE on Sunday, March 12th at 8e/5p! #Oscars95 https://t.co/GBoTdK7Ojp|2023-02-14 21:52:51+00:00
hannah_mx|Who has won the most #Oscars?  #FlickNook #FabTrivia #HollywoodTrivia  https://t.co/v5MPCevZHq https://t.co/MO2Amqzsnl|2023-02-14 21:52:48+00:00
SarahData_|This video of Prince Harry fixing Meghan Markle's hair has 28.9 million views. To put that in perspective, only 23.6 million people tuned in to the Oscars on Sunday night. https://t.co/GEsX8Fk4Qm # via @HuffPostEnt|2023-02-14 21:52:36+00:00
josephg85263837|Ke Huy Quan, Angela Bassett, Tom Cruise, Brian Tyree Henry and Kerry Condon at the Oscars luncheon https://t.co/sISU2qCCcl|2023-02-14 21:52:28+00:00
cinematografo|The rom-com list you didn’t know you needed for all your feels this Valentine’s and beyond. ❤️ 🌹 💔  https://t.co/CohjRqxMPj|2023-02-14 21:52:24+00:00
adelhaenel|Best Actor nominee Paul Mescal at the #Oscars luncheon  https://t.co/CozyJVbvbB|2023-02-14 21:51:52+00:00
yauez|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 21:50:46+00:00
Tg_pm18|The #Oscars Class of 2023.  The 95th Academy Awards are on March 12.  @Variety @TheAcademy https://t.co/cYltKazY5Y|2023-02-14 21:50:12+00:00
UrbanSuburbanMa|Spike Lee thinks it was BS that Beyonce didn't win.  Just imagine what Bad Bunny is thinking... @sanbenito  https://t.co/bmi3ImNVuu?|2023-02-14 21:50:11+00:00
avakurian|The rom-com list you didn’t know you needed for all your feels this Valentine’s and beyond. ❤️ 🌹 💔  https://t.co/CohjRqxMPj|2023-02-14 21:50:04+00:00
ronniehowlett3|The rom-com list you didn’t know you needed for all your feels this Valentine’s and beyond. ❤️ 🌹 💔  https://t.co/CohjRqxMPj|2023-02-14 21:49:59+00:00
ltdanswife|This vignette explains how our world works so well that I have to share it.  Shot, here (first two pix): https://t.co/qEHnPvvlbE.  Chaser (last photo).  (H/t: @steve_sailer) (cc: @dpinsen @CityBureaucrat @L0m3z @DanMahowny) https://t.co/BXwWThJpMO|2023-02-14 21:49:47+00:00
itsgrace45|I got to do something so special yesterday at the #Oscars nominee luncheon and I'm still in the clouds about it. https://t.co/JTbMJJMVnx|2023-02-14 21:49:25+00:00
noahs_oscars|Spend #ValentinesDay with @TiltonCharlene! Charlene discusses her new @PureFlix movie ‘Heaven Sent’ and her career as an actress in the TV series ‘Dallas’ along with sharing how she lived life being such a popular star in Hollywood. ❤️  Watch here: https://t.co/wbpfxKBfDa https://t.co/7LAIIF7M0Z|2023-02-14 21:49:16+00:00
emofrenchfries2|i want to know if he was posting first love / late spring on his IG story before or after the oscars luncheon https://t.co/fTB1gN9gUk|2023-02-14 21:49:00+00:00
amiconsciious|This TikTok deserves to be in the Oscars https://t.co/tP1DHg6Cdk|2023-02-14 21:48:56+00:00
liqquidsm00th|i want to know if he was posting first love / late spring on his IG story before or after the oscars luncheon https://t.co/fTB1gN9gUk|2023-02-14 21:48:51+00:00
Crisopera1|#BriefEncounter was nominated for 3 Oscars, Actress, Director and Screenplay, but lost to Olivia De Havilland in To Each His Own, The Best Years of Our Lives, and Best Years, respectively. I'm torn between ODH and Johnson - I'd be hard pressed to choose. #TCMParty|2023-02-14 21:48:21+00:00
robreviews94|Just rewatched The Banshees of Inisherin…I really really want it to win best picture at the Oscars.|2023-02-14 21:47:33+00:00
EveryOscarEver|The rom-com list you didn’t know you needed for all your feels this Valentine’s and beyond. ❤️ 🌹 💔  https://t.co/CohjRqxMPj|2023-02-14 21:47:12+00:00
warrickbooth|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 21:47:08+00:00
laurbits|Ke Huy Quan has shared his selfies with Tom Cruise, Brendan Fraser, Hong Chau, Angela Bassett and Brian Tyree Henry from the #Oscars luncheon. https://t.co/6etbLnUrd9|2023-02-14 21:47:05+00:00
laurbits|Remember when Kim Kardashian published a book of just her selfies? I want that but from Key Huy Quan. #oscars #OscarsLuncheon https://t.co/fapCZ14ebE|2023-02-14 21:46:48+00:00
Teddeblade|Watching this Burnley v Watford. Is it me or are the majority of footballers these days wimps. Ridiculous @BurnleyOfficial @WatfordFC And not just those tonight. Be getting Oscars next 🤷‍♂️|2023-02-14 21:46:46+00:00
TheAcademy|The rom-com list you didn’t know you needed for all your feels this Valentine’s and beyond. ❤️ 🌹 💔  https://t.co/CohjRqxMPj|2023-02-14 21:46:38+00:00
gingerliu|Inside the 95th Oscars Nominees Luncheon at The Beverly Hilton. #Oscars95 https://t.co/5mgHNlz6bg|2023-02-14 21:46:33+00:00
WATSONVISUALS|The class photo for the 2023 #Oscars https://t.co/y4FcSCzl39|2023-02-14 21:46:24+00:00
jmkuhn99|Steven Spielberg &amp; Tom Cruise: Oscars 95🏺 @thefabelmans @TopGunMovie #thefabelmans #TopGunMaverick @Skydance @TheAcademy #Oscars #Oscars95 @amblin @USC #USC @ScreenOffScript @Variety @THR @TMZ @enews #StevenSpielberg #TomCruise @EW @MedillSchool @usc_cinema #AcademyAwards #films https://t.co/6cCOFVMXAf|2023-02-14 21:46:17+00:00
xioready|Ke Huy Quan has shared his selfies with Tom Cruise, Brendan Fraser, Hong Chau, Angela Bassett and Brian Tyree Henry from the #Oscars luncheon. https://t.co/6etbLnUrd9|2023-02-14 21:46:10+00:00
Jizzy_Jasmine|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 21:46:03+00:00
BTSxArmy1673|Please, Namjoon loves Everything Everywhere All At Once so much he even got their pet rock w/googly eyes 🥺 Honestly… same. That film is a masterpiece and I hope it wins everything it got nominated for at the Oscars. https://t.co/WQu5Occ7SW|2023-02-14 21:45:59+00:00
jlfleite|The TV Academy has removed its rule barring documentaries from campaigning for both an Oscar and and Emmy — as long as those docs weren’t nominated for an Academy Award. https://t.co/8sAXhEo3Di|2023-02-14 21:45:58+00:00
graccemk|First-time Oscar nominees Paul Mescal and Michelle Yeoh at the #Oscars luncheon ✨ https://t.co/80rWu3gd34|2023-02-14 21:45:57+00:00
happylou12|Will Smith slap handled inadequately, Oscars president says https://t.co/GEYGU62lFA|2023-02-14 21:45:55+00:00
DariBelafonte|Niggas is actors. Niggas deserve Oscars. - BIG|2023-02-14 21:45:51+00:00
CharlieLeFou|So if your documentary is not nominated for an Oscar…don’t worry! You can still win an Emmy! Lol k https://t.co/RYn2AQkVRj|2023-02-14 21:45:47+00:00
jmkuhn99|Steven Spielberg &amp; Tom Cruise: Oscars 95🏺 @thefabelmans @TopGunMovie #thefabelmans #TopGunMaverick @Skydance @TheAcademy #Oscars #Oscars95 @amblin @USC #USC @ScreenOffScript @Variety @THR @TMZ @enews #StevenSpielberg #TomCruise @EW @MedillSchool @usc_cinema #AcademyAwards #films https://t.co/6cCOFVMXAf|2023-02-14 21:45:43+00:00
wars_park|‘Puss in Boots: The Last Wish’ Director Joel Crawford Says Animation Deserves More Respect https://t.co/0q1vDILKGf via @variety|2023-02-14 21:45:42+00:00
fatgirlinohio|The TV Academy has removed its rule barring documentaries from campaigning for both an Oscar and and Emmy — as long as those docs weren’t nominated for an Academy Award. https://t.co/8sAXhEo3Di|2023-02-14 21:45:27+00:00
skywalkersound|The 95th Academy Awards luncheon! A lovely afternoon for our very own Gwen Whittle, Al Nelson, Gary Summers, and our fellow nominees!  Yes, if you’re wondering, Colin Farrell gives the best hugs ♥️  Tune into ABC to watch the Oscars LIVE on Sunday, March 12th at 8e/5p! #Oscars95 https://t.co/GBoTdK7Ojp|2023-02-14 21:45:15+00:00
davidcosey|At the annual #Oscars luncheon, AP asked nominees who they would award with a trophy. Angela Bassett posthumously honored her "Black Panther" co-star Chadwick Boseman. https://t.co/jSF4KmtgXG|2023-02-14 21:44:56+00:00
